Marital Status,Hours_Week,Gender,Occupation,CustomerID,Age,months_as_customer,policy_deductable,policy_annual_premium,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,State,vehicle_age,work
5,42,0,9,1313,49,126,2000,916.13,6,55300,-58400,1,1,2,1,3,1,2,0,0,74160,6180,12360,55620,14,21,1
4,30,1,1,7048,53,209,500,1191.5,4,38600,-52900,2,1,2,1,1,0,2,0,0,80100,8900,8900,62300,18,8,1
2,45,0,3,786,32,283,1000,1474.66,4,0,-46200,4,1,4,1,1,0,2,3,0,6560,820,820,4920,26,20,1
1,50,0,1,6039,34,194,1000,1193.45,3,0,0,2,1,2,4,1,0,2,1,1,58800,11760,5880,41160,20,26,1
3,45,0,3,2946,28,184,1000,1437.53,3,0,0,1,2,1,4,3,0,0,2,0,53730,11940,5970,35820,2,10,1
4,38,1,1,4439,57,479,2000,1304.83,4,0,0,2,1,2,4,1,0,0,0,0,60600,5050,10100,45450,22,22,1
2,20,1,4,6991,25,284,1000,1168.8,2,0,-42400,2,2,2,3,1,0,0,3,1,35750,6500,3250,26000,16,22,1
2,24,0,1,4430,20,65,1000,1164.97,5,43000,-42500,2,3,2,4,1,0,1,2,1,42840,3570,7140,32130,4,19,1
2,35,1,1,8741,21,222,1000,1232.72,1,87800,-51200,1,3,3,2,3,0,1,0,0,87960,14660,14660,58640,6,24,1
1,50,0,1,7328,34,196,2000,1800.76,2,0,-78600,1,1,1,4,3,0,1,0,0,47800,4780,4780,38240,6,14,1
1,80,0,2,9982,38,253,500,1187.01,6,46300,-33000,3,1,4,1,1,0,0,1,0,3840,640,640,2560,13,9,5
1,50,0,2,2530,50,280,1000,1559.34,1,0,-51600,2,3,2,2,1,0,0,2,0,77000,14000,7000,56000,4,19,1
3,50,0,9,21,24,5,2000,1137.02,3,31500,0,2,1,2,4,1,1,1,3,0,88110,16020,16020,56070,27,20,3
1,45,0,11,3077,37,220,1000,1281.72,2,33500,-49500,1,1,1,2,4,0,0,2,1,47740,4340,4340,39060,7,18,3
3,58,0,7,1127,44,85,1000,796.35,1,72400,-77000,1,1,2,2,3,1,2,1,1,58960,5360,10720,42880,21,19,1
1,40,1,5,4724,28,266,500,1270.02,1,0,-45800,4,1,1,1,1,0,1,2,0,2160,480,240,1440,17,19,1
1,40,0,2,1210,42,41,1000,1383.13,1,46700,0,3,1,4,1,1,1,1,1,0,6890,530,1060,5300,24,26,1
3,9,1,4,7879,74,316,2000,1290.74,4,58300,0,1,2,3,4,3,0,2,0,1,78870,7170,14340,57360,25,10,1
1,50,0,3,7477,38,285,1000,1216.68,2,55100,0,3,1,4,1,1,0,1,1,0,2700,300,300,2100,23,10,2
1,40,0,1,7049,44,379,500,1251.16,3,41400,0,2,3,2,4,1,0,0,1,0,75960,6330,6330,63300,15,13,2
3,46,1,7,7545,44,15,2000,1586.41,2,33500,-58900,2,3,3,1,1,1,1,3,0,75570,6870,13740,54960,15,13,1
2,40,0,7,7896,26,354,2000,1526.11,6,0,0,2,3,1,1,1,0,2,3,1,90240,15040,15040,60160,6,28,1
1,40,0,6,9007,36,342,1000,1028.44,3,0,0,2,3,3,4,1,0,0,0,0,80960,14720,7360,58880,17,23,1
1,50,1,2,2337,41,169,1000,1555.94,1,23300,0,1,3,2,3,3,0,1,3,1,79080,6590,13180,59310,27,11,1
1,48,0,1,2463,67,339,2000,1570.77,3,98800,-65300,3,1,1,5,1,0,0,3,0,6820,1240,620,4960,22,14,1
1,50,0,11,1113,39,259,2000,1170.53,5,65000,-49200,1,1,2,2,3,0,1,2,1,62590,5690,11380,45520,17,17,3
4,30,1,13,4997,57,65,1000,1099.95,5,0,-71900,2,2,3,3,1,0,1,0,1,52400,6550,6550,39300,17,18,1
7,40,0,3,7183,29,254,2000,1472.43,4,0,-90600,1,3,3,4,3,0,1,3,1,63580,5780,11560,46240,26,19,1
2,45,1,10,2809,31,440,500,1275.62,2,0,-56200,1,2,1,1,3,1,2,1,0,61400,6140,6140,49120,26,28,5
2,40,1,1,2653,34,478,1000,1292.3,1,47600,0,4,1,1,5,1,1,1,3,0,4700,940,470,3290,1,16,1
1,40,0,8,712,44,230,2000,1009.37,2,45400,-39400,2,3,2,2,1,0,0,2,1,74140,13480,13480,47180,8,8,1
2,40,0,1,4365,29,138,500,1093.07,5,27700,-72400,2,3,3,3,1,0,2,2,0,83160,6930,13860,62370,19,12,1
2,40,1,9,8329,30,239,1000,1325.44,2,51400,-6300,4,1,4,1,1,0,0,2,1,10790,1660,830,8300,23,10,1
2,40,0,8,5925,27,93,2000,1017.18,4,0,0,1,1,3,1,3,1,1,3,0,48070,8740,8740,30590,6,9,1
1,50,0,5,4678,27,37,1000,1221.17,3,49300,0,1,1,1,4,3,1,0,0,1,51030,5670,11340,34020,15,27,1
2,45,1,9,6039,32,254,500,1927.87,4,0,0,2,3,1,2,1,1,0,1,0,43280,0,5410,37870,5,27,1
1,8,1,6,4323,58,131,1000,978.27,1,65700,0,2,3,3,2,1,0,1,3,0,76400,15280,7640,53480,12,20,1
1,40,0,12,8245,35,230,2000,1221.14,5,48100,0,2,2,2,4,1,0,0,2,0,75460,13720,13720,48020,2,21,3
2,36,0,9,5010,21,313,2000,1255.62,6,0,0,1,2,3,3,3,1,2,1,1,69000,13800,6900,48300,21,28,1
2,40,0,3,6241,28,210,500,999.52,2,0,0,3,1,1,1,1,0,1,2,0,8640,1440,720,6480,20,15,1
3,50,0,2,2779,46,101,500,1380.89,1,30000,-53000,1,1,1,4,3,0,2,1,0,67210,12220,12220,42770,18,27,2
7,40,1,6,2308,36,153,500,1010.77,6,52300,-55600,1,2,2,4,3,0,0,3,0,42500,4250,4250,34000,22,24,2
4,40,1,4,496,72,337,500,1205.86,5,0,-34600,2,1,1,2,1,1,0,1,0,86400,14400,7200,64800,29,22,1
1,40,1,7,6107,35,360,1000,1526.61,3,0,-32900,3,1,1,1,1,1,2,2,0,4620,840,840,2940,19,14,1
3,40,1,3,7823,33,428,1000,1496.44,6,0,0,4,1,4,1,1,1,2,2,0,6930,630,1260,5040,11,10,6
2,40,1,7,4270,69,204,500,1256.2,3,0,0,1,2,1,3,3,1,1,2,1,41700,8340,8340,25020,10,10,1
1,40,0,7,8421,35,364,500,1268.35,5,0,0,2,1,3,3,1,1,2,1,0,77330,14060,14060,49210,24,9,1
7,20,1,4,1526,31,185,2000,1421.59,1,0,0,3,1,4,1,1,0,2,3,1,4950,900,450,3600,6,12,1
1,32,1,11,5903,34,63,500,1500.04,1,0,-36500,3,1,1,1,1,0,0,2,1,5160,860,860,3440,6,19,1
1,40,0,6,5075,30,210,500,1433.24,3,0,-19500,1,2,2,2,3,0,2,1,0,24570,2730,2730,19110,20,17,1
2,55,0,8,6506,28,194,2000,1231.25,3,46500,0,1,1,1,4,3,0,1,0,0,53680,4880,9760,39040,8,12,1
1,35,0,5,953,54,294,500,1135.43,1,22700,0,1,2,2,1,3,1,1,1,1,42900,3900,3900,35100,17,13,1
1,50,0,1,9777,47,272,2000,945.73,5,38600,-42800,2,3,1,2,1,0,0,0,0,84100,16820,8410,58870,25,14,1
2,40,1,9,4174,24,27,2000,1118.76,1,0,-55800,2,3,2,2,1,0,1,3,0,61560,6840,6840,47880,6,15,1
1,60,0,1,725,52,251,2000,1231.98,3,0,-31700,2,1,1,1,1,1,0,0,0,44240,5530,5530,33180,14,26,2
2,48,0,9,553,20,180,2000,1005.47,1,58100,-49000,1,1,1,4,4,0,2,3,1,57700,11540,5770,40390,4,21,1
1,45,0,2,8059,43,392,2000,1108.97,3,68400,-66800,2,2,1,3,1,0,2,2,1,108030,16620,16620,74790,17,21,5
7,40,1,6,3759,45,143,500,1392.39,6,0,-65700,2,1,1,2,1,0,2,0,1,54300,10860,5430,38010,3,13,1
7,35,0,3,4281,29,371,2000,1317.97,5,34700,-81000,1,3,3,4,3,0,1,2,0,32280,5380,5380,21520,21,13,2
3,42,0,2,4940,47,292,1000,1588.22,2,0,-53800,1,1,2,3,3,1,1,1,0,84600,16920,8460,59220,24,16,1
2,40,0,3,8872,24,165,500,900.02,1,0,-49900,2,3,2,3,1,0,1,3,1,69700,6970,6970,55760,10,15,1
1,40,0,1,7301,51,158,1000,1744.64,6,0,0,1,1,2,4,3,0,0,1,0,36400,3640,7280,25480,29,25,1
2,12,0,5,5547,17,241,1000,1260.56,1,0,-54900,1,2,1,1,3,0,0,2,1,37520,4690,4690,28140,20,13,1
1,40,0,3,4398,37,103,2000,1021.14,5,69500,-47700,1,2,3,4,3,0,2,3,0,79090,14380,14380,50330,12,9,1
2,70,1,1,6957,27,402,2000,1285.09,3,48000,-79600,2,1,3,3,1,0,0,2,1,67770,7530,15060,45180,7,10,1
1,40,0,2,8266,29,102,500,1537.07,5,0,0,2,2,2,3,1,0,1,0,0,47400,9480,4740,33180,19,19,1
2,25,0,1,4414,18,182,1000,1022.42,4,50000,-56900,2,3,2,3,1,1,0,2,0,71100,7110,14220,49770,29,15,1
3,35,1,5,3663,36,282,2000,1558.86,5,51100,-75100,2,3,1,1,1,0,2,2,0,69400,13880,6940,48580,6,11,2
2,40,1,1,8506,58,222,500,1757.87,3,71400,0,1,1,3,3,3,1,2,1,0,55000,5000,10000,40000,15,27,3
1,45,0,3,3665,26,415,1000,973.5,3,50400,0,1,1,2,1,2,1,1,3,1,51090,7860,7860,35370,11,20,2
1,30,0,1,7133,65,51,500,1430.8,6,0,0,2,2,3,2,1,0,2,3,0,64200,6420,19260,38520,7,16,1
1,40,0,5,3086,57,255,500,1192.27,1,0,-40200,2,3,2,3,1,0,2,0,1,67320,12240,12240,42840,26,17,1
1,40,0,3,6930,59,143,500,1163.83,4,37700,0,1,2,3,3,4,1,2,0,0,76120,6920,13840,55360,19,24,1
1,40,0,7,2344,27,130,1000,1003.15,2,0,-38500,1,3,1,4,2,1,2,1,0,85020,13080,13080,58860,27,13,1
2,40,0,11,9491,31,242,2000,1153.54,6,0,-57000,1,1,1,2,3,0,0,1,0,68090,12380,12380,43330,9,14,2
2,24,1,5,313,21,96,1000,1631.1,5,0,0,4,1,4,1,1,0,1,2,0,6030,670,670,4690,18,16,1
2,60,0,4,5782,29,180,1000,1252.48,5,0,-55800,3,1,1,5,1,0,1,3,0,5100,1020,510,3570,19,23,1
2,40,0,6,9762,18,150,1000,1677.26,1,40100,0,3,1,4,1,1,1,1,3,1,4590,510,510,3570,6,10,1
1,47,0,3,6975,52,463,1000,979.73,3,51700,0,1,3,3,3,2,0,1,2,0,72400,7240,14480,50680,6,24,1
3,80,0,1,9519,57,472,500,989.24,3,0,0,2,3,3,2,1,0,2,3,0,70900,14180,7090,49630,8,21,5
1,40,0,1,2158,42,75,1000,1389.86,4,0,0,1,2,2,3,2,0,2,3,1,65100,6510,6510,52080,4,12,1
1,40,1,1,9449,55,193,500,1233.85,4,0,0,1,2,2,4,3,0,2,1,1,64260,0,14280,49980,12,24,1
2,48,0,8,8393,60,43,500,1320.39,3,0,0,2,1,3,4,1,0,2,1,0,79970,7270,21810,50890,8,27,1
1,40,0,1,5636,31,253,1000,1435.09,3,36600,0,2,1,2,1,1,0,2,0,0,56610,6290,6290,44030,29,28,1
2,40,1,4,5019,23,152,500,1448.54,5,58600,0,2,2,3,2,1,1,1,1,0,84590,7690,7690,69210,13,23,1
2,40,0,5,6253,27,160,500,1733.56,5,0,-43800,1,2,3,2,3,0,2,1,1,66780,7420,14840,44520,14,27,1
2,25,1,1,6401,23,56,500,1533.07,1,0,-28800,2,1,3,1,1,1,1,2,1,58500,0,6500,52000,27,22,1
1,50,0,1,3038,42,286,500,1106.77,2,45500,-62500,4,1,4,1,1,0,2,0,0,5000,500,500,4000,2,20,2
2,40,0,11,8095,25,3,500,995.7,6,0,0,4,1,4,1,1,0,2,1,0,5000,500,1000,3500,9,15,1
2,45,1,1,8070,49,286,1000,1298.85,2,71300,-70300,1,3,3,4,3,0,1,3,1,54450,6050,12100,36300,15,16,1
2,40,0,11,4329,32,239,1000,1276.73,2,0,0,1,3,3,1,3,0,1,3,0,61920,6880,6880,48160,21,20,1
2,28,0,4,1714,19,64,2000,1202.28,2,0,-61400,2,2,1,4,1,0,1,2,0,43700,4370,4370,34960,6,16,1
3,40,1,6,6291,60,98,500,671.92,5,0,-26400,2,3,1,3,1,0,2,0,0,64080,7120,7120,49840,10,26,1
1,40,0,6,820,42,16,1000,1358.03,1,59300,-31400,2,1,2,3,1,0,2,1,0,55000,10000,10000,35000,8,15,3
2,40,0,10,3768,35,70,1000,1008.79,1,46000,0,3,1,4,1,1,0,2,3,0,4400,0,550,3850,20,23,2
2,37,1,4,9077,48,75,1000,1141.1,2,0,0,1,2,1,1,2,0,0,1,1,71640,5970,11940,53730,16,15,1
1,40,0,3,7861,51,246,1000,1397,3,0,0,2,1,1,3,1,0,1,0,0,61740,6860,6860,48020,13,26,1
2,40,0,3,6079,29,110,1000,1664.66,1,0,-66200,2,2,2,4,1,0,0,3,0,57500,5750,5750,46000,29,13,1
7,40,0,2,1479,36,236,1000,1151.39,5,0,-63900,4,1,1,1,1,1,0,0,0,8700,870,1740,6090,4,20,3
2,21,1,6,2239,17,267,2000,1546.01,5,0,0,1,3,2,1,4,0,2,1,0,77100,15420,7710,53970,19,27,1
3,60,1,1,1984,52,463,500,1063.67,5,0,0,2,3,1,1,1,0,2,0,1,59400,6600,6600,46200,25,28,1
2,40,0,3,2038,24,303,1000,709.14,4,0,0,1,1,1,2,3,0,1,0,0,54890,9980,4990,39920,14,17,1
1,50,0,9,7389,24,137,500,1039.55,6,55600,-59700,1,3,1,3,3,0,2,1,0,74030,6730,13460,53840,23,18,1
2,40,0,1,3863,26,56,500,1339.39,3,0,0,2,1,2,3,1,0,1,2,1,61490,11180,11180,39130,9,25,3
2,20,1,6,2855,27,75,1000,1202.75,3,57900,-90100,1,3,1,1,3,0,0,2,1,79560,6630,13260,59670,7,20,1
2,60,0,9,6193,39,131,2000,1081.17,5,0,-65200,4,1,1,1,1,0,0,1,0,4900,490,490,3920,1,13,1
1,45,0,8,7615,30,153,500,991.39,2,45600,-61400,1,2,2,3,3,0,1,0,0,77770,14140,14140,49490,25,23,1
1,32,0,2,4484,50,255,500,984.02,6,75800,0,1,2,3,2,2,0,2,2,0,74700,7470,14940,52290,8,16,2
1,55,0,5,6904,52,103,500,1354.83,4,66300,0,1,3,1,1,2,0,2,2,0,40600,4060,4060,32480,26,13,5
1,45,0,1,2562,46,97,1000,830.31,4,0,-32600,2,1,2,4,1,0,1,0,0,45270,10060,10060,25150,23,17,1
2,20,1,5,7832,23,214,2000,987.42,1,0,0,1,3,1,4,3,0,0,3,0,47080,4280,8560,34240,26,17,1
4,20,1,6,5588,45,438,500,1119.29,4,0,0,2,2,1,1,1,0,0,0,0,40700,4070,4070,32560,21,23,1
4,24,1,13,9350,65,87,500,1048.39,1,0,0,2,2,1,1,1,0,2,1,1,34650,6300,3150,25200,21,27,1
1,55,0,8,7099,29,27,1000,1074.47,5,0,0,4,1,4,1,1,0,2,0,0,3200,400,400,2400,7,11,1
5,40,0,9,2601,47,206,1000,1230.76,6,0,-74200,2,1,3,2,1,0,1,1,0,78980,7180,14360,57440,10,26,1
2,60,0,10,674,30,127,500,1255.02,3,58200,0,4,1,1,5,1,1,1,0,0,6160,560,1120,4480,12,27,1
1,45,0,5,9924,34,422,1000,1555.52,1,43600,-67800,2,3,3,4,1,1,1,1,0,85250,15500,7750,62000,26,24,1
1,64,0,5,2462,38,303,2000,836.11,3,0,0,1,2,3,2,4,1,1,2,0,72840,12140,6070,54630,26,13,2
1,40,0,2,5718,33,228,500,1450.98,4,43700,0,4,1,4,1,1,0,0,2,0,6050,1100,1100,3850,4,13,1
1,26,0,5,6019,49,239,2000,625.08,5,44200,-37000,2,3,3,2,1,0,2,3,1,87890,15980,7990,63920,16,9,1
2,40,1,6,5322,47,330,2000,1133.27,5,0,-56400,1,2,2,3,2,0,0,2,1,60500,11000,5500,44000,14,24,2
7,40,1,6,7328,49,128,500,1366.6,2,0,0,1,3,1,2,3,0,2,1,0,88220,16040,16040,56140,22,15,3
1,60,0,3,5152,43,147,1000,1439.9,4,0,-48400,1,1,2,3,2,0,1,2,0,53680,9760,4880,39040,18,19,1
1,40,1,4,8939,30,287,1000,1230.69,3,0,-54600,2,3,1,2,1,0,0,2,0,53800,5380,5380,43040,27,17,1
1,60,0,3,7685,58,142,2000,1307.68,4,0,-48500,2,1,3,1,1,1,1,2,0,54360,4530,9060,40770,6,28,2
2,14,1,6,6025,19,162,2000,1124.69,4,0,0,2,2,3,1,1,1,0,3,1,54340,9880,4940,39520,11,22,1
2,40,0,9,3650,21,140,1000,1520.78,5,0,-42900,4,1,4,5,1,0,0,2,1,2860,520,260,2080,23,26,1
1,60,0,2,8969,33,106,2000,1609.11,1,0,0,3,1,1,1,1,1,2,1,1,5490,0,1220,4270,7,24,1
1,50,0,8,4275,47,292,1000,1358.91,6,0,0,3,1,4,1,1,0,0,2,0,7370,670,1340,5360,5,26,5
1,60,0,1,1439,52,34,500,1295.87,4,0,0,1,2,3,4,3,0,1,0,0,50800,5080,5080,40640,12,26,2
3,55,0,3,2724,26,290,500,1161.03,3,45300,0,1,2,1,2,2,0,1,1,0,41520,5190,5190,31140,29,9,1
1,40,0,3,6550,60,182,2000,1441.06,4,53800,-78300,2,2,2,1,1,0,2,3,1,89650,8150,16300,65200,5,18,1
2,40,0,9,3361,21,362,1000,1097.99,6,44400,-71500,1,1,2,1,3,0,0,3,0,39690,0,0,39690,15,25,1
1,50,0,5,7838,36,143,1000,1464.42,4,79900,0,2,1,3,4,1,0,2,0,0,62260,5660,5660,50940,2,28,1
1,45,0,3,3414,31,183,500,1543.68,3,20200,0,2,2,3,1,1,0,0,1,1,51920,9440,4720,37760,22,22,1
7,40,0,1,4602,50,254,500,1390.89,5,0,-74400,2,3,1,3,1,0,2,2,0,53460,9720,4860,38880,18,14,5
3,40,1,4,5325,31,249,2000,1148.58,3,0,-71200,1,1,2,2,3,1,2,1,1,57100,5710,5710,45680,5,9,3
1,15,0,3,582,71,169,500,1616.26,6,50700,-57600,1,3,2,4,3,0,2,3,0,77440,14080,7040,56320,16,19,1
1,50,0,1,1926,58,235,500,1398.94,4,0,0,2,2,1,4,1,0,1,2,0,68300,6830,13660,47810,9,20,1
1,40,0,11,638,30,112,1000,1238.92,2,57800,-53700,4,1,4,5,1,0,0,2,0,5060,460,920,3680,26,11,4
2,20,0,6,5994,20,16,1000,968.46,3,50800,-66200,1,2,2,4,3,0,0,2,0,59400,6600,13200,39600,2,28,1
2,50,0,2,6481,24,128,500,1045.12,2,0,-28300,1,2,3,4,3,0,0,2,0,69930,0,15540,54390,10,10,1
1,40,0,1,2079,35,103,1000,1537.33,4,0,-74800,1,3,1,1,3,1,1,1,0,77700,7770,15540,54390,4,15,1
7,45,1,2,985,38,356,500,912.3,5,58500,-44000,1,3,3,3,3,0,2,1,0,68750,12500,12500,43750,16,16,4
2,32,1,7,1284,27,109,2000,1007.28,4,0,0,1,2,1,1,3,0,1,3,1,91080,16560,16560,57960,2,28,1
2,40,1,4,2024,29,2,1000,1189.98,2,0,-54700,2,2,1,3,1,0,1,3,1,48360,4030,8060,36270,26,23,4
4,15,1,1,9337,70,198,1000,1576.41,2,0,-55100,2,2,3,3,1,1,1,1,1,95000,9500,9500,76000,20,22,1
1,45,0,3,4082,34,107,500,1172.82,2,82100,0,3,1,4,1,1,0,1,3,0,3900,780,390,2730,23,13,1
1,35,0,3,8402,44,252,500,1312.22,2,0,-33300,1,3,1,3,3,0,0,3,0,59400,11880,5940,41580,14,13,1
1,40,0,7,6639,43,303,1000,671.01,2,42900,-61500,2,1,1,2,1,0,2,0,0,60210,6690,6690,46830,25,10,1
1,40,0,9,3123,44,101,500,895.14,2,52600,-30400,2,3,1,4,1,0,0,3,1,43600,8720,4360,30520,25,13,2
2,60,0,5,6863,35,446,2000,1373.21,6,42700,-64900,1,3,2,1,3,0,0,0,0,62800,6280,12560,43960,20,11,1
2,40,0,1,9022,27,330,1000,1625.65,4,0,0,2,2,3,4,1,1,1,3,0,59500,11900,5950,41650,14,17,1
2,38,0,1,4685,43,211,2000,1295.63,3,42200,-33800,1,3,2,1,3,1,1,0,0,53460,5940,5940,41580,5,14,3
2,25,1,5,5110,20,172,1000,1459.96,5,41300,-42000,1,2,2,4,3,0,0,1,0,41690,7580,7580,26530,6,24,1
3,40,1,1,6770,42,316,500,1219.94,5,0,-51000,2,2,1,4,1,0,0,1,1,63100,6310,12620,44170,15,23,1
1,40,0,8,4175,27,435,500,1064.49,2,73500,-43300,2,3,2,4,1,0,2,1,0,62880,5240,10480,47160,26,16,4
1,40,0,3,2973,42,344,1000,959.83,3,0,-38700,1,2,3,2,3,0,2,2,1,75400,17400,11600,46400,10,17,1
5,40,1,1,1231,20,204,2000,1767.02,4,0,-49300,2,1,2,4,1,1,1,1,0,46200,4200,8400,33600,26,26,1
2,40,0,7,2081,24,278,500,1285.01,3,0,-39800,2,1,3,4,1,0,2,2,1,58500,5850,5850,46800,21,13,1
3,40,0,2,8850,48,434,2000,1422.95,4,0,0,1,1,3,3,3,0,1,3,0,66240,11040,11040,44160,1,20,6
2,20,1,1,283,17,209,2000,1223.39,5,0,0,1,1,2,4,3,0,1,3,0,65440,8180,8180,49080,27,9,1
2,10,0,10,4243,17,250,2000,1539.06,2,37800,0,2,3,1,2,1,0,0,3,0,64200,10700,10700,42800,13,21,2
1,40,0,2,4925,33,61,2000,988.06,3,0,0,1,1,1,4,3,1,1,0,0,32320,4040,4040,24240,22,23,1
1,50,0,5,6768,50,80,1000,1740.57,5,0,-18600,2,1,3,1,1,0,0,1,0,33480,3720,3720,26040,15,12,5
2,40,1,5,1543,22,25,1000,1540.91,5,40900,0,3,1,4,5,1,0,1,1,1,4320,480,960,2880,3,28,1
2,16,0,6,1889,17,4,500,1381.88,2,0,-77800,3,1,4,1,1,0,0,2,0,4200,840,420,2940,11,15,1
1,40,0,4,4607,32,32,500,1446.98,1,0,-45700,1,3,1,4,3,1,2,0,0,57970,10540,5270,42160,29,17,1
2,45,0,3,2192,31,125,500,1220.86,4,55400,-40400,4,1,4,5,1,1,1,2,0,4320,0,960,3360,7,20,1
4,50,0,2,2132,58,276,500,948.1,5,44500,-61400,1,3,1,2,3,0,0,2,0,69300,13860,6930,48510,22,13,2
2,48,0,12,2901,29,148,500,1471.24,1,57500,-93600,1,2,1,1,3,0,2,2,0,32480,4060,4060,24360,2,26,3
1,40,0,3,3684,37,222,2000,1157.97,3,0,-64500,2,3,2,1,1,0,2,2,1,60480,6720,6720,47040,10,22,1
1,40,0,3,6185,34,32,2000,566.11,6,0,0,4,1,4,1,1,1,0,0,0,2640,440,440,1760,23,8,2
7,40,0,2,7125,23,78,500,1060.88,2,0,-66500,4,1,4,1,1,0,0,3,0,6050,550,1100,4400,7,14,3
2,5,1,4,9409,18,238,1000,1524.45,5,0,-44800,1,1,2,4,4,0,0,0,0,42700,4270,4270,34160,11,28,4
3,40,1,2,5600,34,313,1000,1556.17,5,63900,-53300,2,3,3,4,1,1,1,3,0,40260,3660,7320,29280,4,27,1
2,4,0,1,9293,66,334,500,1216.24,5,26700,-47200,2,1,3,2,1,0,2,0,0,50000,5000,10000,35000,12,15,1
1,55,1,1,6176,45,190,500,1484.72,4,0,0,4,1,4,5,1,0,0,1,0,3840,640,320,2880,21,25,3
2,35,0,2,9678,41,194,500,1203.81,3,52500,-51300,1,1,1,1,3,0,0,2,0,95900,13700,20550,61650,27,24,1
2,30,0,6,643,26,290,1000,1393.34,2,0,-61400,1,2,1,4,3,1,1,3,1,56160,6240,12480,37440,14,21,1
1,40,0,10,1279,54,26,1000,1484.48,3,50700,-36300,2,2,3,1,1,0,2,3,0,63030,5730,11460,45840,25,27,3
2,45,1,7,7238,24,254,500,1581.27,1,42200,-48000,2,3,1,1,1,1,2,2,0,63470,5770,11540,46160,14,24,1
1,50,0,1,9514,42,199,1000,1281.25,2,0,-53100,2,3,3,1,1,0,0,2,0,44440,8080,4040,32320,6,16,1
2,20,0,1,6472,20,137,500,1667.83,4,48500,-67400,4,1,1,1,1,1,1,1,0,6600,1200,1200,4200,18,18,1
2,20,1,11,1235,23,134,1000,1497.41,4,14100,-44500,1,2,1,4,3,0,2,0,1,77200,9650,9650,57900,22,27,4
2,45,0,1,1334,25,73,500,803.36,4,0,0,1,1,2,3,3,0,0,0,1,57000,0,11400,45600,9,10,1
2,60,0,1,4169,35,289,2000,1221.41,5,46700,-72500,3,1,4,1,1,0,2,1,0,2700,300,300,2100,1,17,1
1,40,0,11,543,31,176,500,1865.83,6,32800,-50600,2,1,2,1,1,0,2,1,1,47300,4300,8600,34400,1,17,1
2,40,1,1,8168,30,145,2000,1434.27,6,0,-35900,2,1,3,3,1,0,2,3,0,55110,5010,10020,40080,27,21,1
2,20,1,5,6192,19,164,500,1114.68,4,44500,-55900,3,1,4,1,1,1,1,0,0,4320,480,480,3360,16,21,1
2,50,0,1,5126,36,186,2000,1218.56,4,39300,-60300,1,3,2,1,3,1,2,2,0,68760,11460,5730,51570,2,25,3
4,40,1,5,4378,31,85,2000,1234.69,4,0,0,1,3,3,3,2,0,2,1,0,74400,14880,7440,52080,8,20,1
2,30,0,9,2999,21,162,500,964.92,2,45700,0,1,1,3,2,4,0,2,1,0,35300,3530,3530,28240,9,27,1
1,40,0,3,8715,31,396,500,1351.72,5,0,-49400,4,1,1,5,1,1,1,3,0,2640,480,480,1680,29,23,2
3,65,1,1,7750,46,270,1000,817.28,6,62200,0,1,1,2,4,3,0,1,1,0,60190,4630,9260,46300,11,9,1
3,50,1,2,3809,44,168,1000,1389.59,1,0,-42600,1,1,3,2,3,1,1,3,0,41580,3780,7560,30240,4,8,1
1,40,0,6,7770,40,274,1000,1353.53,6,54700,-47900,2,2,1,4,1,1,0,0,0,58500,11700,0,46800,24,28,1
2,40,0,5,4987,45,263,1000,1294.04,3,0,0,2,1,1,2,1,1,2,3,1,79320,13220,6610,59490,5,26,1
1,35,0,3,6477,60,152,1000,840.81,4,0,0,2,1,1,4,1,1,0,2,0,82610,7510,7510,67590,29,21,1
2,25,0,6,5097,18,46,2000,998.19,4,43700,-66300,1,1,2,4,3,0,1,3,0,78600,13100,19650,45850,2,19,1
1,40,0,1,6859,28,276,2000,1090.32,4,0,-70400,2,3,1,4,1,0,1,2,0,51390,5710,5710,39970,24,16,1
3,40,1,4,1777,36,234,500,1780.67,2,0,0,2,2,3,4,1,0,1,0,0,70200,7020,7020,56160,24,11,1
7,40,0,1,3933,36,64,2000,1681.01,1,0,-51100,4,1,1,5,1,0,2,1,0,4900,490,1470,2940,17,8,1
1,40,0,11,4122,40,456,1000,1395.77,1,82600,-49500,1,2,3,3,3,0,1,3,0,66480,5540,11080,49860,15,11,1
3,35,1,4,7977,36,58,2000,1471.44,1,57500,0,2,1,3,2,1,0,2,1,0,50380,4580,9160,36640,20,16,3
7,40,1,6,5380,31,475,500,1265.72,5,0,-59500,2,3,3,2,1,1,0,2,0,64350,9900,9900,44550,20,25,1
1,40,0,7,9187,33,96,1000,1274.7,2,47500,-58700,1,1,3,4,3,1,2,3,1,55400,5540,11080,38780,17,19,1
2,40,1,11,4728,19,99,500,1330.39,5,0,0,2,3,2,3,1,0,2,2,1,49900,4990,9980,34930,20,25,4
2,15,1,5,7831,22,38,500,1122.95,2,78000,0,1,2,1,4,3,0,0,3,1,74880,12480,12480,49920,7,23,1
1,45,0,2,2008,34,259,2000,1655.79,4,0,0,2,3,1,3,1,1,0,0,1,105820,16280,16280,73260,29,21,1
